1422580249 0
1422641848 0
1422664127 0
1423008156 -595
1423008727 -615
1423008920 -402
1423266239 -555
1423266328 -27
1423266391 194
1423336973 182
1423358605 249
1423422419 249
1423422640 249
1423614477 344
1423614784 344
1423701471 436
1423707963 457
1423715203 457
1423718108 457
1423770712 457
1423770743 457
1423777609 483
1423781021 451
1423787541 451
1423787678 451
1423787796 451
1423869576 451
1423876472 451
1423937215 451
1424306368 769
1424309949 1876
1424310216 1887
1424310399 1921
1424310493 2213
1424310674 2371
1424357825 2395
1424373694 2384
1424380271 2454
1424397850 2447
1424405452 2395
1424457197 2447
1424475912 2447
1424486495 2447
1424534405 2447
1424539653 2447
1424623356 2447
1424623374 2447
1424623407 2447
1424623595 2447
1424623614 2447
1424748983 2454
1424750289 2454
1424750642 2454
1424797617 2564
1424816533 2932
1424824419 2932
1424886885 3001
1424896611 2891
1424896849 3378
1424897853 3376
1424899005 3378
1424907622 3376
1424924954 3321
1424951120 28249
1424964036 3321
1424973802 3403
1424993059 3403
1425002936 3403
1425007812 3403
1425038735 3570
1425051128 4807
1425051131 13969
1425055135 52952
1425055252 13969
1425061434 13969
1425148109 13969
1425162634 13987
1425172398 13996
1425181230 13996
1425185202 13996
1425252835 13894
1425254924 13996
1425257446 13894
1425321751 13845
1425321903 13965
1425322336 27735
1425325015 28246
1425329074 28249
1425334600 19235
1425338751 19235
1425340962 19236
1425346286 20247
1425347119 20247
1425353086 20247
1425357876 20247
1425358005 20259
1425365537 20259
1425371402 20259
1425376358 20259
1425400730 8560
1425403739 8165
1425406750 8226
1425406755 7831
1425406949 7837
1425424016 7837
1425432141 7837
1425432453 7837
1425434562 7837
1425484954 7386
1425485138 7393
1425503161 7386
1425505025 6917
1425506692 6895
1425521412 6971
1425523052 6994
1425531416 6979
1425531804 7005
1425532009 6996
1425543992 6979
1425544622 7011
1425576201 7011
1425579681 7011
1425584710 7055
1425602201 7725
1425654260 7729
1425664450 8440
1425679878 8440
1425680761 8507
1425688195 8507
1425688199 8569
1425690798 9017
1425692527 8640
1425692892 8640
1425838928 9017
1425879563 9292
1425882044 9292
1425895484 9459
1425918531 9464
1425918534 9464
1425918538 9445
1425918542 9399
1425918545 9395
1425918549 9391
1425918552 9390
1425918556 9369
1425926998 9384
1425932347 9384
1425932701 9384
1425937375 9384
1425943095 10729
1425943545 10729
1425945519 10729
1425946081 11565
1425949510 11565
1425955959 11563
1425977891 11563
1426002046 11563
1426004381 11563
1426004383 11563
1426005140 11827
1426005225 11563
1426014575 12104
1426020954 14238
1426021569 14466
1426022583 16210
1426026236 16210
1426028739 16210
1426036231 16210
1426039047 16213
1426039439 20762
1426039888 20484
1426098187 20762
1426100763 21644
1426102176 20995
1426104645 21644
1426105540 21644
1426107210 22010
1426108638 21644
1426110349 22010
1426110502 22010
1426118562 22010
1426119410 22010
1426121089 22043
1426124186 22010
1426132123 22181
1426155025 22181
1426183412 22272
1426185405 22300
1426189904 23578
1426191491 23578
1426201068 23616
1426205178 23616
1426207401 23616
1426207794 23755
1426263057 23747
1426267847 23747
1426267889 23747
1426268517 23747
1426268727 23747
1426285618 24495
1426285829 24499
1426285831 24495
1426288641 24534
1426289734 24499
1426290138 24705
1426294111 24705
1426296758 26139
1426306855 26132
1426307400 26166
1426321345 26166
1426355560 28899
1426358155 26166
1426358545 28902
1426358562 26166
1426359035 28899
1426376044 28902
1426380634 28902
1426381710 28916
1426460922 28957
1426469631 28961
1426470408 28957
1426470696 28957
1426470955 28957
1426472678 28957
1426473179 28957
1426474454 28961
1426475178 28961
1426475808 28961
1426476428 28962
1426478139 29007
1426478897 28962
1426479409 28962
1426479668 29007
1426480055 29007
1426523073 29007
1426523865 29007
1426531771 29007
1426534382 29093
1426537548 29093
1426539463 29355
1426543617 25890
1426544107 25890
1426551086 25890
1426554786 25890
1426557688 26249
1426559766 26249
1426559805 26249
1426564977 26249
1426566799 26267
1426586926 26280
1426586929 26231
1426586932 26213
1426589518 26217
1426601079 26226
1426607982 26226
1426617163 26266
1426617341 26673
1426618253 26266
1426620074 26266
1426624964 26673
1426626946 26673
1426634217 26654
1426650066 26654
1426650650 26654
1426651933 26786
1426653617 26787
1426656123 26787
1426656171 26793
1426656175 26793
1426660568 26793
1426690578 26793
1426694209 26793
1426698361 26793
1426700149 26793
1426705900 26800
1426706576 26800
1426709560 26613
1426711034 26613
1426711036 26613
1426719469 27035
1426719706 27035
1426719994 27035
1426720441 27035
1426725649 27035
1426727769 27035
1426731210 27039
1426731444 27037
1426731475 27037
1426755771 27037
1426779925 27037
1426781634 27071
1426782363 27036
1426783893 27071
1426784140 29185
1426788324 29185
1426791948 29421
1426792241 29412
1426798542 29427
1426799107 33675
1426802055 29431
1426809804 29433
1426812403 29433
1426866231 33048
1426869765 29433
1426878355 29433
1426878364 29433
1426885359 29433
1426885362 29433
1426886982 29433
1426887274 29433
1426888343 29433
1426889154 29433
1426890127 29433
1426891871 33019
1426893768 33019
1426894267 33019
1426894291 33019
1426894891 33010
1426895576 33019
1426898574 33025
1426899530 33025
1426901586 33025
1426957665 33011
1426959501 33011
1426960781 33013
1426961045 33013
1426963174 33207
1426972857 33207
1426984898 33207
1426987009 33207
1426990329 33207
1427042004 33207
1427056052 33207
1427057683 33212
1427058295 33212
1427058591 33212
1427081569 33185
1427082083 33185
1427088606 33185
1427090201 33185
1427091246 33185
1427096771 33202
1427124242 33202
1427128758 33230
1427129248 33214
1427130376 33230
1427131019 33230
1427132353 33230
1427132734 33230
1427132919 33337
1427132991 33337
1427133089 33337
1427133349 33513
1427133662 33675
1427135780 33700
1427135817 33728
1427136171 33675
1427136482 34100
1427137175 34100
1427142157 34100
1427142522 36317
1427142908 35058
1427143667 36317
1427148453 38971
1427148754 38971
1427149087 38971
1427149367 39497
1427155754 39062
1427157651 39062
1427159239 39062
1427163442 39066
1427198492 39493
1427200271 39494
1427205763 39493
1427214376 40089
1427216138 44102
1427216269 40089
1427217613 45323
1427219458 45323
1427221858 45214
1427221867 45214
1427222159 45214
1427222634 45172
1427228739 45230
1427228789 45266
1427233211 45298
1427236848 45298
1427238628 45298
1427238725 45298
1427239923 45394
1427240274 45420
1427241327 45393
1427243523 45423
1427243823 46047
1427244479 46047
1427247185 46095
1427248106 46047
1427250852 52236
1427250912 52236
1427251404 52234
1427251862 52236
1427252350 52236
1427254397 52240
1427254709 52240
1427254920 53979
1427255631 52260
1427256835 52260
1427260036 52381
1427274489 52533
1427299822 52533
1427300617 52654
1427303779 52654
1427304197 52672
1427305112 52823
1427305158 52707
1427307177 52809
1427308597 52713
1427309549 52793
1427311300 52809
1427313310 52952
1427313391 52809
1427315562 52813
1427318806 52952
1427319297 53010
1427320535 53331
1427320860 53338
1427321343 52952
1427321528 52952
1427321658 52952
1427321938 53010
1427322696 53338
1427323010 53331
1427324421 53338
1427325646 55429
1427325779 53446
1427325890 53446
1427330034 53529
1427330986 53504
1427332721 54024
1427332768 53956
1427332960 54014
1427333033 53956
1427333036 54024
1427334423 54014
1427335070 54032
1427335182 54748
1427335999 54223
1427336215 54024
1427336269 54032
1427336387 54032
1427336631 55209
1427337756 55315
1427339282 55327
1427339344 55315
1427340641 55327
1427342101 55327
1427342926 55327
1427343004 55327
1427344168 55230
1427345384 55327
1427346585 55209
1427346912 55327
1427349360 55209
1427349673 55209
1427349755 55209
1427352821 55209
1427353529 55209
1427354343 55209
1427355320 55209
1427355690 55206
1427355693 55206
1427359397 55367
1427361113 55206
1427361345 55206
1427363886 55429
1427370278 55429
1427374750 55429
1427375283 55756
1427375345 55756
1427376721 55743
1427377425 55743
1427379732 56306
1427380624 55756
1427380977 55756
1427382659 55756
1427382810 55756
1427383617 55756
1427384504 55756
1427384547 55756
1427384558 55756
1427384650 55756
1427384972 55756
1427385135 55756
1427385330 55745
1427385701 55745
1427385790 55745
1427385990 55745
1427386615 55745
1427387014 55745
1427387283 55745
1427387294 55925
1427387539 55798
1427387555 55878
1427387851 55878
1427388298 56284
1427388373 55853
1427388680 55853
1427388807 55872
1427388872 55872
1427389131 55924
1427389139 55872
1427389218 55872
1427389335 55872
1427389595 55872
1427389610 55958
1427390064 55925
1427390401 55925
1427390525 55925
1427390569 55925
1427391135 55924
1427391500 55924
1427391518 55924
1427391839 55958
1427391912 56299
1427391929 55924
1427392025 55924
1427392081 55924
1427392107 55924
1427392260 55924
1427392334 55924
1427392431 55924
1427392435 55924
1427392621 55924
1427392743 55924
1427393010 55924
1427393184 55924
1427393235 55924
1427393510 55924
1427393611 55924
1427393626 55958
1427393694 55958
1427393713 55958
1427393945 56304
1427393958 55958
1427394255 56309
1427394335 55958
1427394440 56304
1427394676 56309
1427395070 56284
1427395254 56299
1427395353 56304
1427395549 56304
1427395583 56304
1427395857 56304
1427396604 56306
1427397075 56306
1427397209 56306
1427398054 56306
1427399180 56306
1427399435 56306
1427399590 58558
1427404289 56306
1427405225 56306
1427405634 56306
1427405664 56306
1427406116 56306
1427407053 56306
1427407533 56306
1427408647 56306
1427409593 56306
1427412136 56306
1427413587 57088
1427416011 56302
1427416403 56302
1427416445 56302
1427416952 56302
1427417371 56302
1427417402 56302
1427418008 56302
1427418602 56302
1427421164 56302
1427424471 58077
1427425975 57075
1427426138 56302
1427429538 56302
1427430326 56302
1427434407 56302
1427435123 56298
1427435935 56298
1427437201 56298
1427457553 57075
1427463082 56298
1427468615 56298
1427470261 56298
1427472055 56442
1427474077 56417
1427474193 56442
1427474784 56451
1427479252 56451
1427479319 56451
1427481670 56451
1427481883 56529
1427481977 56529
1427483206 56529
1427483711 56529
1427483760 56529
1427484575 56529
1427485042 56529
1427485389 56529
1427486564 56529
1427488404 56565
1427489060 56538
1427490173 56626
1427490362 56538
1427490677 56538
1427491795 56626
1427498173 56626
1427509637 56639
1427510148 56639
1427512447 56639
1427518598 56639
1427519493 56639
1427519591 56639
1427519927 56999
1427557831 70116
1427565302 56999
1427570570 57088
1427581575 56999
1427581767 56999
1427585331 57021
1427585680 57021
1427587659 57021
1427588342 57021
1427588541 57021
1427591452 57088
1427599847 57088
1427600512 57088
1427603646 57088
1427617420 57088
1427634391 57088
1427634951 69785
1427640578 57088
1427641652 57088
1427646278 57088
1427646339 57088
1427646805 57088
1427651166 57088
1427651605 57088
1427653287 57088
1427680887 57088
1427690766 57088
1427707908 57088
1427712133 57112
1427716682 57128
1427720827 57163
1427722979 57128
1427724758 57173
1427725480 57128
1427727860 57173
1427729663 57173
1427729855 57173
1427741141 57173
1427743113 57173
1427744730 57173
1427744992 57173
1427745104 57173
1427745559 57173
1427746117 57173
1427746151 57173
1427747227 57383
1427749568 57173
1427749724 57173
1427751128 57173
1427751949 57173
1427752016 57173
1427752138 57173
1427754904 57187
1427755391 57187
1427765130 57383
1427771552 57999
1427775759 57999
1427789478 57999
1427790315 58005
1427813392 58005
1427813494 58005
1427814074 58005
1427815226 58005
1427815320 58005
1427815477 58005
1427815608 58005
1427820405 58005
1427820646 58077
1427821203 58046
1427821559 58055
1427821805 58046
1427821993 58046
1427829656 58077
1427830106 58077
1427830297 58077
1427832885 58077
1427833185 58077
1427833203 58077
1427833242 58077
1427833508 58077
1427834430 58077
1427834588 58077
1427834698 58077
1427834723 58077
1427835915 58077
1427835940 58077
1427836117 58077
1427836159 58077
1427836286 58077
1427836318 58077
1427836664 58077
1427836914 58077
1427837066 58077
1427837999 58077
1427838059 58077
1427838119 58077
1427838345 58077
1427838375 58077
1427838970 58077
1427839154 58077
1427840438 58077
1427843042 58103
1427843088 58099
1427843575 58107
1427843833 58077
1427846940 58107
1427847907 58107
1427848491 58107
1427849678 58126
1427852774 58241
1427853445 58126
1427853708 58243
1427853847 58243
1427854039 58243
1427854048 58243
1427854889 58243
1427855274 58243
1427857571 58258
1427858613 58256
1427858663 58258
1427858789 58257
1427862351 58257
1427864024 58257
1427867298 58207
1427867715 58207
1427868605 58207
1427868886 58207
1427870233 58207
1427870475 58219
1427870529 58207
1427872118 58219
1427882170 58219
1427895699 58219
1427897181 58226
1427899851 58218
1427903172 58226
1427903256 58226
1427903263 58226
1427903272 58226
